"ACS16:B24124. Detailed Occupation for the Full-Time, Year-Round Civilian Employed Population 16 Years and Over"			
Order Clerks	"46,722"	0.10%	"2,403.03"
"Human Resources Assistants, Except Payroll and Timekeeping"	"6,446"	0.00%	724.24
Receptionists and Information Clerks	"62,554"	0.10%	"2,947.88"
Reservation and Transportation Ticket Agents and Travel Clerks	"40,719"	0.10%	"2,321.82"
"Information and Record Clerks, All Other"	"18,649"	0.00%	"1,261.21"
Cargo and Freight Agents	"12,010"	0.00%	"1,266.67"
Couriers and Messengers	"118,900"	0.20%	"3,669.09"
Dispatchers	"114,123"	0.20%	"3,248.48"
"Meter Readers, Utilities"	"20,083"	0.00%	"1,374.55"
Postal Service Clerks	"48,811"	0.10%	"2,206.06"
Postal Service Mail Carriers	"179,493"	0.30%	"4,670.30"
"Postal Service Mail Sorters, Processors, and Processing Machine Operators"	"25,280"	0.00%	"1,506.06"
"Production, Planning, and Expediting Clerks"	"121,074"	0.20%	"3,404.85"
"Shipping, Receiving, and Traffic Clerks"	"338,248"	0.60%	"5,093.94"
Stock Clerks and Order Fillers	"602,176"	1.00%	"10,365.45"
"Weighers, Measurers, Checkers, and Samplers, Recordkeeping"	"30,597"	0.10%	"1,861.21"
Secretaries and Administrative Assistants	"118,739"	0.20%	"3,515.15"
Computer Operators	"41,335"	0.10%	"2,215.15"
Data Entry Keyers	"51,255"	0.10%	"2,444.24"
Word Processors and Typists	"31,601"	0.10%	"1,599.39"
Desktop Publishers	878	0.00%	220.61
Insurance Claims and Policy Processing Clerks	"63,360"	0.10%	"2,750.30"
"Mail Clerks and Mail Machine Operators, Except Postal Service"	"27,874"	0.10%	"1,696.97"
"Office Clerks, General"	"145,063"	0.20%	"3,826.67"
"Office Machine Operators, Except Computer"	"9,726"	0.00%	828.48
Proofreaders and Copy Markers	"2,139"	0.00%	328.48
Statistical Assistants	"6,858"	0.00%	689.09
"Office and Administrative Support Workers, All Other"	"111,506"	0.20%	"3,221.82"
"First-Line Supervisors of Farming, Fishing, and Forestry Workers"	"44,390"	0.10%	"2,243.03"
Agricultural Inspectors	"7,187"	0.00%	803.64
Animal Breeders	"2,273"	0.00%	504.24
"Graders and Sorters, Agricultural Products"	"11,478"	0.00%	895.76
Miscellaneous Agricultural Workers	"398,935"	0.70%	"7,006.06"
Fishing and Hunting Workers	"20,865"	0.00%	"1,564.24"
Forest and Conservation Workers	"8,377"	0.00%	896.36
Logging Workers	"40,378"	0.10%	"2,227.88"
First-Line Supervisors of Construction Trades and Extraction Workers	"649,980"	1.10%	"7,803.64"
Boilermakers	"10,890"	0.00%	"1,097.58"
"Brickmasons, Blockmasons, and Stonemasons"	"98,324"	0.20%	"4,274.55"
Carpenters	"846,846"	1.40%	"10,909.70"
"Carpet, Floor, and Tile Installers and Finishers"	"113,490"	0.20%	"4,558.18"
"Cement Masons, Concrete Finishers, and Terrazzo Workers"	"37,215"	0.10%	"1,944.24"
Construction Laborers	"1,150,257"	1.90%	"10,404.24"
"Paving, Surfacing, and Tamping Equipment Operators"	"10,740"	0.00%	"1,204.24"
"Operating Engineers and Other Construction Equipment Operators, Including Pile-Driver Operators"	"262,747"	0.40%	"5,477.58"
"Drywall Installers, Ceiling Tile Installers, and Tapers"	"95,903"	0.20%	"4,338.79"
Electricians	"635,090"	1.10%	"8,533.94"
Glaziers	"37,023"	0.10%	"2,157.58"
Insulation Workers	"37,762"	0.10%	"2,103.64"
"Painters, Construction and Maintenance"	"342,580"	0.60%	"6,523.03"
Paperhangers	"1,494"	0.00%	362.42
"Pipelayers, Plumbers, Pipefitters, and Steamfitters"	"470,850"	0.80%	"7,612.12"
Plasterers and Stucco Masons	"22,059"	0.00%	"1,926.67"
Reinforcing Iron and Rebar Workers	"5,730"	0.00%	890.3
Roofers	"141,632"	0.20%	"4,931.52"
Sheet Metal Workers	"93,784"	0.20%	"3,200"
Structural Iron and Steel Workers	"44,643"	0.10%	"2,475.15"
"Helpers, Construction Trades"	"25,104"	0.00%	"1,910.30"
Construction and Building Inspectors	"66,256"	0.10%	"2,610.91"
Elevator Installers and Repairers	"22,119"	0.00%	"1,315.15"
Fence Erectors	"21,176"	0.00%	"1,812.12"
Hazardous Materials Removal Workers	"19,634"	0.00%	"1,387.88"
Highway Maintenance Workers	"81,531"	0.10%	"2,740"
Rail-Track Laying and Maintenance Equipment Operators	"10,221"	0.00%	"1,487.27"
Septic Tank Servicers and Sewer Pipe Cleaners	"8,970"	0.00%	975.15
"Miscellaneous Construction and Related Workers, Including Solar Photovoltaic Installers"	"42,825"	0.10%	"2,083.64"
"Derrick, Rotary Drill, and Service Unit Operators, Oil, Gas, and Mining"	"15,545"	0.00%	"1,383.03"
"Earth Drillers, Except Oil and Gas"	"19,188"	0.00%	"1,295.15"
"Explosives Workers, Ordnance Handling Experts, and Blasters"	"8,893"	0.00%	"1,233.33"
Mining Machine Operators	"41,142"	0.10%	"1,858.18"
"Roof Bolters, Mining"	"1,602"	0.00%	332.73
"Roustabouts, Oil and Gas"	"4,766"	0.00%	627.88
Helpers--Extraction Workers	"1,490"	0.00%	402.42
Other Extraction Workers	"36,346"	0.10%	"1,892.73"
"First-Line Supervisors of Mechanics, Installers, and Repairers"	"228,738"	0.40%	"4,695.15"
"Computer, Automated Teller, and Office Machine Repairers"	"129,949"	0.20%	"3,356.97"
Radio and Telecommunications Equipment Installers and Repairers	"125,899"	0.20%	"3,592.73"
Avionics Technicians	"12,971"	0.00%	"1,023.64"
"Electric Motor, Power Tool, and Related Repairers"	"18,438"	0.00%	"1,570.91"
"Electrical and Electronics Installers and Repairers, Transportation Equipment"	"1,360"	0.00%	327.88
"Electrical and Electronics Repairers, Industrial and Utility"	"11,189"	0.00%	"1,247.27"
"Electronic Equipment Installers and Repairers, Motor Vehicles"	"6,247"	0.00%	650.91
Electronic Home Entertainment Equipment Installers and Repairers	"29,243"	0.10%	"1,864.85"
Security and Fire Alarm Systems Installers	"54,344"	0.10%	"2,477.58"
Aircraft Mechanics and Service Technicians	"129,265"	0.20%	"3,727.88"
Automotive Body and Related Repairers	"117,442"	0.20%	"3,506.06"
Automotive Glass Installers and Repairers	"13,660"	0.00%	"1,232.12"
Automotive Service Technicians and Mechanics	"717,661"	1.20%	"9,397.58"
Bus and Truck Mechanics and Diesel Engine Specialists	"271,606"	0.50%	"5,858.18"
Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics	"183,026"	0.30%	"3,917.58"
Small Engine Mechanics	"32,974"	0.10%	"1,940.61"
"Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers"	"58,748"	0.10%	"2,553.94"
Control and Valve Installers and Repairers	"15,687"	0.00%	"1,256.97"
"Heating, Air Conditioning, and Refrigeration Mechanics and Installers"	"323,520"	0.50%	"6,401.82"
Home Appliance Repairers	"27,938"	0.10%	"1,613.33"
Industrial and Refractory Machinery Mechanics	"339,183"	0.60%	"6,170.30"
"Maintenance and Repair Workers, General"	"426,084"	0.70%	"6,496.97"
"Maintenance Workers, Machinery"	"24,982"	0.00%	"1,688.48"
Millwrights	"36,664"	0.10%	"1,927.27"
Electrical Power-Line Installers and Repairers	"105,150"	0.20%	"3,490.30"
Telecommunications Line Installers and Repairers	"120,639"	0.20%	"3,506.06"
Precision Instrument and Equipment Repairers	"42,058"	0.10%	"2,284.85"
"Coin, Vending, and Amusement Machine Servicers and Repairers"	"23,061"	0.00%	"1,645.45"
Commercial Divers	"3,818"	0.00%	"1,209.09"
Locksmiths and Safe Repairers	"19,179"	0.00%	"1,562.42"
Manufactured Building and Mobile Home Installers	"2,508"	0.00%	603.64
Riggers	"10,034"	0.00%	"1,103.03"
Signal and Track Switch Repairers	"4,444"	0.00%	640
"Helpers--Installation, Maintenance, and Repair Workers"	"11,641"	0.00%	"1,018.79"
"Other Installation, Maintenance, and Repair Workers, Including Wind Turbine Service Technicians"	"194,046"	0.30%	"5,336.97"
First-Line Supervisors of Production and Operating Workers	"677,383"	1.10%	"8,920.61"
"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"	"4,399"	0.00%	724.24
"Electrical, Electronics, and Electromechanical Assemblers"	"53,762"	0.10%	"2,485.45"
Engine and Other Machine Assemblers	"9,632"	0.00%	958.79
Structural Metal Fabricators and Fitters	"22,602"	0.00%	"1,413.94"
Miscellaneous Assemblers and Fabricators	"511,277"	0.80%	"8,086.67"
Bakers	"68,168"	0.10%	"2,830.91"
"Butchers and Other Meat, Poultry, and Fish Processing Workers"	"159,194"	0.30%	"4,185.45"
"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders"	"6,425"	0.00%	825.45
Food Batchmakers	"28,012"	0.10%	"1,445.45"
Food Cooking Machine Operators and Tenders	"3,118"	0.00%	521.21
"Food Processing Workers, All Other"	"74,917"	0.10%	"2,656.97"
Computer Control Programmers and Operators	"77,415"	0.10%	"2,550.91"
"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"	"10,632"	0.00%	"1,137.58"
"Forging Machine Setters, Operators, and Tenders, Metal and Plastic"	"5,882"	0.00%	655.76
"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"	"6,446"	0.00%	842.42
"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"	"61,267"	0.10%	"2,463.64"
"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic"	"3,563"	0.00%	613.94
"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic"	"34,722"	0.10%	"1,768.48"
"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"	"7,150"	0.00%	872.12
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"	"1,510"	0.00%	496.36
Machinists	"284,315"	0.50%	"5,008.48"
"Metal Furnace Operators, Tenders, Pourers, and Casters"	"18,354"	0.00%	"1,427.27"
"Model Makers and Patternmakers, Metal and Plastic"	"3,680"	0.00%	578.79
"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic"	"28,251"	0.10%	"1,637.58"
"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"	"1,884"	0.00%	405.45
Tool and Die Makers	"49,521"	0.10%	"2,218.18"
"Welding, Soldering, and Brazing Workers"	"449,552"	0.70%	"7,254.55"
"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic"	"6,135"	0.00%	851.52
"Layout Workers, Metal and Plastic"	"4,862"	0.00%	780
"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic"	"11,669"	0.00%	936.36
"Tool Grinders, Filers, and Sharpeners"	"4,845"	0.00%	606.06
"Metal Workers and Plastic Workers, All Other"	"258,055"	0.40%	"5,932.12"
Prepress Technicians and Workers	"9,888"	0.00%	958.79
"Printing Workers, Except Prepress Technicians and Workers"	"125,189"	0.20%	"3,542.42"
Laundry and Dry-Cleaning Workers	"46,921"	0.10%	"2,503.03"
"Pressers, Textile, Garment, and Related Materials"	"10,530"	0.00%	"1,280.61"
Sewing Machine Operators	"38,708"	0.10%	"2,269.70"
Shoe and Leather Workers and Repairers	"6,063"	0.00%	"1,080.61"
Shoe Machine Operators and Tenders	766	0.00%	258.18
"Tailors, Dressmakers, and Sewers"	"11,704"	0.00%	"1,216.36"
Textile Bleaching and Dyeing Machine Operators and Tenders	849	0.00%	283.64
"Textile Cutting Machine Setters, Operators, and Tenders"	"3,153"	0.00%	570.3
"Textile Knitting and Weaving Machine Setters, Operators, and Tenders"	"3,616"	0.00%	755.76
"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders"	"3,818"	0.00%	744.85
Fabric and Apparel Patternmakers	368	0.00%	176.36
Upholsterers	"19,562"	0.00%	"1,625.45"
"Miscellaneous Textile, Apparel, and Furnishings Workers, Including Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers"	"7,106"	0.00%	904.85
Cabinetmakers and Bench Carpenters	"41,443"	0.10%	"2,252.12"
Furniture Finishers	"6,435"	0.00%	863.03
"Sawing Machine Setters, Operators, and Tenders, Wood"	"22,926"	0.00%	"1,303.03"
"Woodworking Machine Setters, Operators, and Tenders, Except Sawing"	"12,322"	0.00%	"1,070.30"
"Miscellaneous Woodworkers, Including Model Makers and Patternmakers"	"20,666"	0.00%	"1,493.33"
"Power Plant Operators, Distributors, and Dispatchers"	"39,345"	0.10%	"1,763.64"
Stationary Engineers and Boiler Operators	"78,076"	0.10%	"2,830.30"
Water and Wastewater Treatment Plant and System Operators	"75,104"	0.10%	"2,795.76"
Miscellaneous Plant and System Operators	"35,295"	0.10%	"1,810.91"
"Chemical Processing Machine Setters, Operators, and Tenders"	"43,856"	0.10%	"2,256.97"
"Crushing, Grinding, Polishing, Mixing, and Blending Workers"	"57,898"	0.10%	"2,398.79"
Cutting Workers	"41,676"	0.10%	"2,200.61"
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"	"20,153"	0.00%	"1,452.12"
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"	"8,744"	0.00%	"1,193.94"
"Inspectors, Testers, Sorters, Samplers, and Weighers"	"414,113"	0.70%	"6,732.73"
Jewelers and Precious Stone and Metal Workers	"17,016"	0.00%	"1,329.09"
"Medical, Dental, and Ophthalmic Laboratory Technicians"	"30,351"	0.10%	"1,584.85"
Packaging and Filling Machine Operators and Tenders	"94,628"	0.20%	"3,339.39"
Painting Workers	"111,321"	0.20%	"3,443.64"
Photographic Process Workers and Processing Machine Operators	"9,662"	0.00%	"1,021.21"
Semiconductor Processors	"1,203"	0.00%	386.67
Adhesive Bonding Machine Operators and Tenders	"3,859"	0.00%	601.82
"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"	"2,887"	0.00%	521.82
Cooling and Freezing Equipment Operators and Tenders	"2,071"	0.00%	408.48
Etchers and Engravers	"6,017"	0.00%	813.33
"Molders, Shapers, and Casters, Except Metal and Plastic"	"19,527"	0.00%	"1,270.91"
"Paper Goods Machine Setters, Operators, and Tenders"	"17,945"	0.00%	"1,754.55"
Tire Builders	"11,501"	0.00%	"1,046.06"
Helpers--Production Workers	"19,206"	0.00%	"1,661.82"
"Production Workers, All Other"	"704,041"	1.20%	"7,973.33"
Supervisors of Transportation and Material Moving Workers	"156,914"	0.30%	"3,623.64"
Aircraft Pilots and Flight Engineers	"96,231"	0.20%	"3,500"
Air Traffic Controllers and Airfield Operations Specialists	"24,679"	0.00%	"1,723.64"
Flight Attendants	"15,733"	0.00%	"1,666.06"
"Ambulance Drivers and Attendants, Except Emergency Medical Technicians"	"8,616"	0.00%	"1,068.48"
Bus Drivers	"178,493"	0.30%	"4,681.21"
Driver/Sales Workers and Truck Drivers	"2,570,385"	4.20%	"16,667.27"
Taxi Drivers and Chauffeurs	"265,426"	0.40%	"6,198.79"
"Motor Vehicle Operators, All Other"	"15,257"	0.00%	"1,313.94"
Locomotive Engineers and Operators	"41,071"	0.10%	"1,956.97"
"Railroad Brake, Signal, and Switch Operators"	"3,317"	0.00%	584.85
Railroad Conductors and Yardmasters	"41,145"	0.10%	"2,484.85"
"Subway, Streetcar, and Other Rail Transportation Workers"	"12,538"	0.00%	"1,060.61"
Sailors and Marine Oilers	"13,658"	0.00%	"1,239.39"
Ship and Boat Captains and Operators	"22,985"	0.00%	"1,791.52"
Ship Engineers	"2,713"	0.00%	537.58
Bridge and Lock Tenders	"3,590"	0.00%	606.67
Parking Lot Attendants	"40,140"	0.10%	"2,620.61"
Automotive and Watercraft Service Attendants	"52,107"	0.10%	"2,350.91"
Transportation Inspectors	"34,774"	0.10%	"2,024.85"
"Transportation Attendants, Except Flight Attendants"	"7,554"	0.00%	751.52
Other Transportation Workers	"14,420"	0.00%	"1,132.73"
Conveyor Operators and Tenders	"3,447"	0.00%	546.06
Crane and Tower Operators	"52,233"	0.10%	"2,110.30"
"Dredge, Excavating, and Loading Machine Operators"	"26,712"	0.00%	"1,507.27"
Hoist and Winch Operators	"5,731"	0.00%	876.36
Industrial Truck and Tractor Operators	"465,444"	0.80%	"6,600"
Cleaners of Vehicles and Equipment	"192,986"	0.30%	"4,738.18"
"Laborers and Freight, Stock, and Material Movers, Hand"	"1,107,839"	1.80%	"10,932.12"
Machine Feeders and Offbearers	"9,103"	0.00%	835.15
"Packers and Packagers, Hand"	"128,616"	0.20%	"4,498.18"
Pumping Station Operators	"18,917"	0.00%	"1,281.21"
Refuse and Recyclable Material Collectors	"58,851"	0.10%	"3,020"
Mine Shuttle Car Operators	722	0.00%	330.91
"Tank Car, Truck, and Ship Loaders"	"4,155"	0.00%	641.82
"Material Moving Workers, All Other"	"26,478"	0.00%	"1,487.27"
"ACS16:B24126. Detailed Occupation for the Full-Time, Year-Round Civilian Employed Female Population 16 Years and Over"			
Total	"45,900,637"		"53,525.45"
Chief Executives	"254,360"	0.60%	"4,416.97"
General and Operations Managers	"245,894"	0.50%	"5,059.39"
Legislators	"6,535"	0.00%	882.42
Advertising and Promotions Managers	"25,244"	0.10%	"1,370.91"
Marketing and Sales Managers	"378,845"	0.80%	"6,086.06"
Public Relations and Fundraising Managers	"34,416"	0.10%	"1,846.06"
Administrative Services Managers	"53,881"	0.10%	"2,520"
Computer and Information Systems Managers	"151,497"	0.30%	"3,177.58"
Financial Managers	"561,095"	1.20%	"8,769.09"
Compensation and Benefits Managers	"12,820"	0.00%	"1,168.48"
Human Resources Managers	"225,676"	0.50%	"4,456.97"
Training and Development Managers	"26,001"	0.10%	"1,843.64"
Industrial Production Managers	"44,072"	0.10%	"1,958.18"
Purchasing Managers	"86,810"	0.20%	"2,567.27"
"Transportation, Storage, and Distribution Managers"	"40,123"	0.10%	"2,061.82"
"Farmers, Ranchers, and Other Agricultural Managers"	"50,691"	0.10%	"1,875.15"
Construction Managers	"44,921"	0.10%	"2,204.24"
Education Administrators	"465,900"	1.00%	"5,331.52"
Architectural and Engineering Managers	"12,856"	0.00%	"1,125.45"
Food Service Managers	"356,034"	0.80%	"6,776.36"
Funeral Service Managers	"1,560"	0.00%	312.73
Gaming Managers	"5,348"	0.00%	709.09
Lodging Managers	"56,675"	0.10%	"2,762.42"
Medical and Health Services Managers	"430,603"	0.90%	"6,060"
Natural Sciences Managers	"9,452"	0.00%	843.64
Postmasters and Mail Superintendents	"9,549"	0.00%	790.3
"Property, Real Estate, and Community Association Managers"	"225,405"	0.50%	"4,731.52"
Social and Community Service Managers	"205,242"	0.50%	"4,662.42"
Emergency Management Directors	"1,641"	0.00%	363.03
"Managers, All Other"	"1,286,246"	2.80%	"11,278.18"
"Agents and Business Managers of Artists, Performers, and Athletes"	"16,009"	0.00%	"1,349.70"
"Buyers and Purchasing Agents, Farm Products"	"2,211"	0.00%	454.55
"Wholesale and Retail Buyers, Except Farm Products"	"68,783"	0.20%	"2,602.42"
"Purchasing Agents, Except Wholesale, Retail, and Farm Products"	"131,307"	0.30%	"3,159.39"
"Claims Adjusters, Appraisers, Examiners, and Investigators"	"165,598"	0.40%	"4,429.09"
Compliance Officers	"119,140"	0.30%	"3,455.76"
Cost Estimators	"17,282"	0.00%	"1,151.52"
Human Resources Workers	"489,611"	1.10%	"7,144.85"
"Compensation, Benefits, and Job Analysis Specialists"	"37,247"	0.10%	"1,875.76"
Training and Development Specialists	"61,019"	0.10%	"2,242.42"
Logisticians	"39,864"	0.10%	"1,911.52"
Management Analysts	"260,986"	0.60%	"5,419.39"
"Meeting, Convention, and Event Planners"	"72,233"	0.20%	"2,912.12"
Fundraisers	"47,872"	0.10%	"1,889.70"
Market Research Analysts and Marketing Specialists	"133,364"	0.30%	"3,335.15"
"Business Operations Specialists, All Other"	"125,879"	0.30%	"3,810.91"
Accountants and Auditors	"972,271"	2.10%	"9,740"
Appraisers and Assessors of Real Estate	"23,281"	0.10%	"1,304.24"
Budget Analysts	"26,287"	0.10%	"1,664.85"
Credit Analysts	"13,793"	0.00%	"1,310.91"
Financial Analysts	"77,124"	0.20%	"2,608.48"
Personal Financial Advisors	"96,015"	0.20%	"3,385.45"
Insurance Underwriters	"61,245"	0.10%	"2,387.88"
Financial Examiners	"6,985"	0.00%	800
Credit Counselors and Loan Officers	"160,340"	0.40%	"4,592.73"
"Tax Examiners and Collectors, and Revenue Agents"	"26,494"	0.10%	"1,558.18"
Tax Preparers	"31,635"	0.10%	"1,826.67"
"Financial Specialists, All Other"	"24,586"	0.10%	"1,794.55"
Computer and Information Research Scientists	"3,203"	0.00%	487.27
Computer Systems Analysts	"181,282"	0.40%	"4,109.09"
Information Security Analysts	"14,368"	0.00%	"1,130.91"
Computer Programmers	"77,178"	0.20%	"2,778.18"
"Software Developers, Applications and Systems Software"	"205,796"	0.50%	"4,230.91"
Web Developers	"45,437"	0.10%	"2,124.85"
Computer Support Specialists	"134,870"	0.30%	"3,272.12"
Database Administrators	"37,283"	0.10%	"1,807.27"
Network and Computer Systems Administrators	"35,293"	0.10%	"1,849.09"
Computer Network Architects	"6,368"	0.00%	721.82
"Computer Occupations, All Other"	"124,256"	0.30%	"3,475.15"
Actuaries	"7,428"	0.00%	717.58
Mathematicians	253	0.00%	110.91
Operations Research Analysts	"63,086"	0.10%	"2,470.91"
Statisticians	"21,058"	0.10%	"1,136.36"
Miscellaneous Mathematical Science Occupations	"1,425"	0.00%	347.27
"Architects, Except Naval"	"37,614"	0.10%	"1,880.61"
"Surveyors, Cartographers, and Photogrammetrists"	"4,810"	0.00%	671.52
Aerospace Engineers	"12,345"	0.00%	"1,088.48"
Agricultural Engineers	165	0.00%	118.79
Biomedical Engineers	"2,011"	0.00%	483.64
Chemical Engineers	"11,124"	0.00%	974.55
Civil Engineers	"39,309"	0.10%	"1,765.45"
Computer Hardware Engineers	"5,912"	0.00%	706.06
Electrical and Electronics Engineers	"14,675"	0.00%	"1,260.61"
Environmental Engineers	"7,607"	0.00%	884.24
"Industrial Engineers, Including Health and Safety"	"38,304"	0.10%	"1,733.94"
Marine Engineers and Naval Architects	"1,118"	0.00%	358.18
Materials Engineers	"2,927"	0.00%	525.45
Mechanical Engineers	"17,102"	0.00%	"1,084.24"
"Mining and Geological Engineers, Including Mining Safety Engineers"	"1,151"	0.00%	414.55
Nuclear Engineers	"1,146"	0.00%	276.36
Petroleum Engineers	"3,288"	0.00%	652.73
"Engineers, All Other"	"59,968"	0.10%	"2,330.91"
Drafters	"21,703"	0.10%	"1,369.09"
"Engineering Technicians, Except Drafters"	"56,265"	0.10%	"2,568.48"
Surveying and Mapping Technicians	"3,697"	0.00%	695.15
Agricultural and Food Scientists	"7,532"	0.00%	835.15
Biological Scientists	"29,218"	0.10%	"1,386.67"
Conservation Scientists and Foresters	"4,149"	0.00%	545.45
Medical Scientists	"61,897"	0.10%	"2,155.76"
"Life Scientists, All Other"	"1,649"	0.00%	382.42
Astronomers and Physicists	"2,212"	0.00%	338.18
Atmospheric and Space Scientists	"1,428"	0.00%	321.82
Chemists and Materials Scientists	"28,010"	0.10%	"1,729.70"
Environmental Scientists and Geoscientists	"20,615"	0.00%	"1,492.12"
"Physical Scientists, All Other"	"77,118"	0.20%	"2,523.03"
Economists	"6,583"	0.00%	700
Survey Researchers	"1,030"	0.00%	299.39
Psychologists	"84,186"	0.20%	"2,600"
Urban and Regional Planners	"8,837"	0.00%	764.85
"Miscellaneous Social Scientists and Related Workers, Including Sociologists"	"11,490"	0.00%	995.76
Agricultural and Food Science Technicians	"11,104"	0.00%	923.03
Biological Technicians	"7,815"	0.00%	"1,001.21"
Chemical Technicians	"16,250"	0.00%	"1,101.82"
Geological and Petroleum Technicians	"2,803"	0.00%	521.82
Nuclear Technicians	288	0.00%	121.21
Social Science Research Assistants	"1,504"	0.00%	384.85
"Miscellaneous Life, Physical, and Social Science Technicians"	"58,011"	0.10%	"2,370.91"
Counselors	"387,117"	0.80%	"5,807.27"
Social Workers	"570,197"	1.20%	"7,577.58"
Probation Officers and Correctional Treatment Specialists	"43,831"	0.10%	"1,909.70"
Social and Human Service Assistants	"113,601"	0.30%	"3,200.61"
"Miscellaneous Community and Social Service Specialists, Including Health Educators and Community Health Workers"	"42,219"	0.10%	"2,180.61"
Clergy	"55,849"	0.10%	"2,650.30"
"Directors, Religious Activities and Education"	"24,847"	0.10%	"1,630.30"
"Religious Workers, All Other"	"21,840"	0.10%	"1,636.97"
Lawyers	"322,458"	0.70%	"5,529.70"
Judicial Law Clerks	"6,833"	0.00%	747.27
"Judges, Magistrates, and Other Judicial Workers"	"25,558"	0.10%	"1,503.64"
Paralegals and Legal Assistants	"275,506"	0.60%	"5,669.70"
Miscellaneous Legal Support Workers	"92,331"	0.20%	"2,935.15"
Postsecondary Teachers	"410,457"	0.90%	"5,678.18"
Preschool and Kindergarten Teachers	"332,922"	0.70%	"6,346.06"
Elementary and Middle School Teachers	"1,867,475"	4.10%	"13,046.67"
Secondary School Teachers	"305,106"	0.70%	"5,960.61"
Special Education Teachers	"152,422"	0.30%	"3,855.15"
Other Teachers and Instructors	"189,226"	0.40%	"4,895.15"
"Archivists, Curators, and Museum Technicians"	"22,371"	0.10%	"1,333.94"
Librarians	"91,838"	0.20%	"2,848.48"
Library Technicians	"9,151"	0.00%	844.24
Teacher Assistants	"367,987"	0.80%	"6,374.55"
"Other Education, Training, and Library Workers, Except Teacher Assistants"	"52,825"	0.10%	"2,266.67"
Artists and Related Workers	"45,252"	0.10%	"1,846.67"
Designers	"300,384"	0.70%	"5,072.12"
Actors	"6,169"	0.00%	898.18
Producers and Directors	"44,205"	0.10%	"2,040"
"Athletes, Coaches, Umpires, and Related Workers"	"32,125"	0.10%	"1,853.33"
Dancers and Choreographers	"5,088"	0.00%	760.61
"Musicians, Singers, and Related Workers"	"14,904"	0.00%	"1,358.18"
"Entertainers and Performers, Sports and Related Workers, All Other"	"6,587"	0.00%	847.27
Announcers	"6,273"	0.00%	929.7
"News Analysts, Reporters and Correspondents"	"25,230"	0.10%	"1,532.12"
Public Relations Specialists	"67,660"	0.20%	"2,547.27"
Editors	"61,267"	0.10%	"1,856.36"
Technical Writers	"27,568"	0.10%	"1,582.42"
Writers and Authors	"74,871"	0.20%	"2,666.06"
Miscellaneous Media and Communication Workers	"33,100"	0.10%	"2,053.33"
"Miscellaneous Media and Communications Equipment Workers, Including Broadcast and Sound Engineering Technicians and Radio Operators"	"4,450"	0.00%	714.55
Photographers	"36,079"	0.10%	"1,724.24"
"Television, Video, and Motion Picture Camera Operators and Editors"	"6,822"	0.00%	809.09
Chiropractors	"9,103"	0.00%	982.42
Dentists	"27,296"	0.10%	"1,715.15"
Dietitians and Nutritionists	"62,634"	0.10%	"2,667.27"
Optometrists	"9,047"	0.00%	"1,009.09"
Pharmacists	"117,126"	0.30%	"3,266.67"
Physicians and Surgeons	"253,635"	0.60%	"4,858.18"
Physician Assistants	"48,149"	0.10%	"1,986.67"
Podiatrists	953	0.00%	216.36
Audiologists	"9,009"	0.00%	922.42
Occupational Therapists	"62,286"	0.10%	"2,622.42"
Physical Therapists	"102,373"	0.20%	"3,207.88"
Radiation Therapists	"6,876"	0.00%	696.97
Recreational Therapists	"7,088"	0.00%	861.82
Respiratory Therapists	"54,787"	0.10%	"2,260.61"
Speech-Language Pathologists	"82,782"	0.20%	"3,024.85"
"Miscellaneous Therapists, Including Exercise Physiologists"	"82,547"	0.20%	"3,141.82"
Veterinarians	"38,885"	0.10%	"1,748.48"
Registered Nurses	"2,036,445"	4.40%	"14,607.88"
Nurse Anesthetists	"15,312"	0.00%	"1,450.91"
Nurse Midwives	"4,001"	0.00%	543.64
Nurse Practitioners	"102,038"	0.20%	"2,777.58"
"Health Diagnosing and Treating Practitioners, All Other"	"7,801"	0.00%	824.85
Clinical Laboratory Technologists and Technicians	"176,391"	0.40%	"4,561.21"
Dental Hygienists	"66,653"	0.20%	"2,323.03"
